orderNumber,orderDate,requiredDate,status,customerNumber,amount,paymentMethod
4138,2024-06-21,2024-06-21,On Hold,813,4977.17,Cash
4139,2024-07-29,2024-07-29,Cancelled,708,7534.59,PayPal
4140,2024-05-30,2024-05-30,On Hold,996,7083.1,PayPal
4141,2024-10-24,2024-10-24,Processing,270,6141.96,Bank Transfer
4142,2024-04-17,2024-04-17,Shipped,911,2969.26,Credit Card
4143,2024-03-07,2024-03-07,Shipped,352,623.34,Credit Card
4144,2024-04-17,2024-04-17,On Hold,271,2120.66,Credit Card
4145,2024-05-17,2024-05-17,Cancelled,46,1116.47,Cash
4146,2024-09-20,2024-09-20,Shipped,535,4665.48,Bank Transfer
4147,2024-08-10,2024-08-10,Shipped,148,1164.7,Cash
4148,2024-07-25,2024-07-25,On Hold,375,8692.64,Bank Transfer
4149,2024-07-05,2024-07-05,On Hold,311,6905.81,Cash
4150,2024-04-06,2024-04-06,Cancelled,784,5366.76,Credit Card
4151,2024-09-19,2024-09-19,Shipped,659,6419.21,Cash
4152,2024-11-19,2024-11-19,Processing,391,2217.46,Cash
4153,2024-08-23,2024-08-23,On Hold,49,9821.29,PayPal
4154,2024-05-22,2024-05-22,On Hold,119,4003.26,PayPal
4155,2024-09-26,2024-09-26,Shipped,600,2742.44,Bank Transfer
4156,2024-10-12,2024-10-12,Processing,801,9456.76,Bank Transfer
4157,2024-10-14,2024-10-14,Shipped,903,2507.77,Bank Transfer
4158,2024-07-21,2024-07-21,Processing,50,3886.9,Cash
4159,2024-09-04,2024-09-04,Cancelled,770,8239.62,Cash
4160,2024-05-22,2024-05-22,Cancelled,751,5446.68,Credit Card
4161,2024-05-07,2024-05-07,Cancelled,978,7186.66,Cash
4162,2024-04-07,2024-04-07,On Hold,688,7792.28,Bank Transfer
4163,2024-01-25,2024-01-25,Processing,13,2546.27,Credit Card
4164,2024-04-27,2024-04-27,On Hold,651,3701.96,Cash
4165,2024-09-30,2024-09-30,On Hold,513,9340.27,Credit Card
4166,2024-01-06,2024-01-06,Processing,949,5250.05,PayPal
4167,2024-10-06,2024-10-06,Processing,203,5209.16,Bank Transfer
4168,2024-04-07,2024-04-07,Cancelled,947,9927.56,Credit Card
4169,2024-02-13,2024-02-13,On Hold,653,6718.99,Cash
4170,2024-08-09,2024-08-09,Cancelled,465,9331.86,PayPal
4171,2024-05-16,2024-05-16,On Hold,778,112.06,PayPal
4172,2024-02-26,2024-02-26,Cancelled,13,8907.43,Cash
4173,2024-05-19,2024-05-19,On Hold,689,9759.81,Bank Transfer
4174,2024-01-30,2024-01-30,Processing,810,3665.26,Cash
4175,2024-09-24,2024-09-24,On Hold,951,9828.37,Cash
4176,2024-01-17,2024-01-17,Processing,930,7948.23,Bank Transfer
4177,2024-07-07,2024-07-07,On Hold,976,8485.21,Credit Card
4178,2024-07-31,2024-07-31,On Hold,889,2349.16,PayPal
4179,2024-04-28,2024-04-28,Shipped,892,1641.73,PayPal
4180,2024-06-23,2024-06-23,Shipped,517,6706.26,Credit Card
4181,2024-06-03,2024-06-03,On Hold,191,4382.61,Credit Card
4182,2024-02-27,2024-02-27,On Hold,764,2826.82,PayPal
4183,2024-06-23,2024-06-23,Shipped,942,1484.4,Bank Transfer
4184,2024-01-31,2024-01-31,Shipped,999,5489.68,Cash
4185,2024-02-19,2024-02-19,On Hold,992,4368.67,PayPal
4186,2024-07-17,2024-07-17,Processing,694,7446.85,Credit Card
4187,2024-03-30,2024-03-30,On Hold,64,7507.47,Bank Transfer
4188,2024-05-20,2024-05-20,Processing,941,5342.48,Credit Card
4189,2024-05-15,2024-05-15,Shipped,388,9896.82,Cash
4190,2024-04-07,2024-04-07,Shipped,316,1235.12,PayPal
4191,2024-11-25,2024-11-25,Shipped,958,4942.91,Bank Transfer
4192,2024-09-16,2024-09-16,Processing,573,4040.48,Credit Card
4193,2024-08-01,2024-08-01,Cancelled,495,6306.33,PayPal
4194,2024-06-13,2024-06-13,Shipped,409,8971.99,Bank Transfer
4195,2024-04-01,2024-04-01,Shipped,230,114.2,Bank Transfer
4196,2024-10-09,2024-10-09,Processing,542,422.85,Cash
4197,2024-09-06,2024-09-06,Processing,800,5813.56,Credit Card
4198,2024-05-21,2024-05-21,Shipped,945,4229.54,Credit Card
4199,2024-08-16,2024-08-16,On Hold,658,958.25,PayPal
4200,2024-01-30,2024-01-30,Cancelled,993,6225.13,Bank Transfer
4201,2024-06-18,2024-06-18,Processing,128,4588.86,PayPal
4202,2024-01-19,2024-01-19,On Hold,550,4340.66,Credit Card
4203,2024-10-09,2024-10-09,Processing,826,6503.17,Bank Transfer
4204,2024-08-07,2024-08-07,Shipped,48,7647.06,Bank Transfer
4205,2024-08-27,2024-08-27,Processing,386,9993.28,Cash
4206,2024-08-21,2024-08-21,Shipped,74,2984.48,Credit Card
4207,2024-11-11,2024-11-11,Shipped,655,7347.33,Cash
4208,2024-02-15,2024-02-15,On Hold,502,4846.42,Credit Card
4209,2024-06-25,2024-06-25,Shipped,945,2646.78,Bank Transfer
4210,2024-06-05,2024-06-05,Shipped,174,4703.77,Cash
4211,2024-02-05,2024-02-05,On Hold,758,6485.3,Bank Transfer
4212,2024-02-09,2024-02-09,Cancelled,108,3673.09,PayPal
4213,2024-02-14,2024-02-14,Shipped,289,9293.31,Credit Card
4214,2024-06-05,2024-06-05,Shipped,814,5597.52,Bank Transfer
4215,2024-10-15,2024-10-15,Cancelled,274,5602.69,Credit Card
4216,2024-09-17,2024-09-17,Cancelled,691,2530.66,Cash
4217,2024-05-14,2024-05-14,Cancelled,14,7775.91,PayPal
4218,2024-11-04,2024-11-04,Processing,239,7977.24,Bank Transfer
4219,2024-05-14,2024-05-14,Shipped,939,9280.29,Bank Transfer
4220,2024-04-27,2024-04-27,On Hold,802,3265.29,Bank Transfer
4221,2024-06-09,2024-06-09,Shipped,697,7243.31,Bank Transfer
4222,2024-10-16,2024-10-16,On Hold,379,8402.32,Cash
4223,2024-08-25,2024-08-25,Cancelled,530,6321.03,Credit Card
4224,2024-08-07,2024-08-07,On Hold,670,2835.49,Credit Card
4225,2024-06-03,2024-06-03,On Hold,550,9036.42,Bank Transfer
4226,2024-06-06,2024-06-06,Processing,597,3147.72,Credit Card
4227,2024-08-31,2024-08-31,Shipped,245,7353.85,Cash
4228,2024-02-03,2024-02-03,On Hold,711,469.11,PayPal
4229,2024-02-11,2024-02-11,Processing,719,5396.12,PayPal
4230,2024-08-29,2024-08-29,Shipped,316,4907.16,PayPal
4231,2024-09-16,2024-09-16,Cancelled,819,3586.08,Cash
4232,2024-10-13,2024-10-13,On Hold,341,5851.66,PayPal
4233,2024-11-12,2024-11-12,Processing,971,2628.04,Bank Transfer
4234,2024-02-21,2024-02-21,Shipped,2,9117.37,PayPal
4235,2024-01-26,2024-01-26,Processing,68,212.54,Cash
4236,2024-02-19,2024-02-19,On Hold,176,6988.7,Bank Transfer
4237,2024-02-08,2024-02-08,Cancelled,470,1806.15,Cash
4238,2024-10-29,2024-10-29,On Hold,297,2301.05,Bank Transfer
4239,2024-08-22,2024-08-22,Shipped,909,5622.81,PayPal
4240,2024-06-18,2024-06-18,Cancelled,687,6170.23,PayPal
4241,2024-07-25,2024-07-25,Shipped,786,7423.27,PayPal
4242,2024-05-03,2024-05-03,Cancelled,912,3914.0,PayPal
4243,2024-10-29,2024-10-29,Shipped,661,4774.63,Cash
4244,2024-07-18,2024-07-18,Processing,423,2136.08,Credit Card
4245,2024-07-08,2024-07-08,Processing,590,8867.88,PayPal
4246,2024-08-29,2024-08-29,On Hold,166,5523.38,Credit Card
4247,2024-03-28,2024-03-28,Cancelled,93,5074.56,PayPal
4248,2024-04-26,2024-04-26,Shipped,886,1265.09,Credit Card
4249,2024-01-19,2024-01-19,Cancelled,709,3622.74,Cash
4250,2024-03-02,2024-03-02,On Hold,346,9508.28,Credit Card
4251,2024-07-07,2024-07-07,Cancelled,797,5843.57,PayPal
4252,2024-05-13,2024-05-13,Cancelled,753,131.08,Cash
4253,2024-07-10,2024-07-10,Processing,886,9788.94,Cash
4254,2024-03-26,2024-03-26,Processing,461,8137.92,Cash
4255,2024-08-31,2024-08-31,On Hold,699,1230.3,PayPal
4256,2024-03-03,2024-03-03,Processing,408,3955.08,PayPal
4257,2024-07-29,2024-07-29,Cancelled,779,8151.2,Credit Card
4258,2024-01-19,2024-01-19,Processing,187,6631.7,Bank Transfer
4259,2024-06-12,2024-06-12,On Hold,793,1673.97,PayPal
4260,2024-09-29,2024-09-29,On Hold,414,1652.18,Cash
4261,2024-02-24,2024-02-24,On Hold,985,178.79,PayPal
4262,2024-01-19,2024-01-19,On Hold,653,7840.45,Credit Card
4263,2024-08-30,2024-08-30,Shipped,641,6248.17,Bank Transfer
4264,2024-10-20,2024-10-20,Processing,283,3131.48,PayPal
4265,2024-08-28,2024-08-28,Shipped,543,1214.59,Credit Card
4266,2024-08-31,2024-08-31,On Hold,785,367.17,Bank Transfer
4267,2024-03-08,2024-03-08,Cancelled,948,3326.58,PayPal
4268,2024-03-05,2024-03-05,On Hold,483,1274.23,PayPal
4269,2024-10-02,2024-10-02,Shipped,860,4982.47,PayPal
4270,2024-01-13,2024-01-13,Shipped,25,6332.73,Bank Transfer
4271,2024-10-12,2024-10-12,Processing,88,8444.69,Cash
4272,2024-02-23,2024-02-23,On Hold,801,3279.04,Bank Transfer
4273,2024-08-12,2024-08-12,Processing,353,8263.73,Bank Transfer
4274,2024-11-18,2024-11-18,On Hold,492,1414.13,Credit Card
4275,2024-03-10,2024-03-10,Shipped,196,7119.67,PayPal
4276,2024-10-26,2024-10-26,Cancelled,211,4836.75,Bank Transfer
4277,2024-01-29,2024-01-29,On Hold,327,8547.45,PayPal
4278,2024-06-17,2024-06-17,Cancelled,876,2291.75,PayPal
4279,2024-07-12,2024-07-12,Processing,716,3384.02,PayPal
4280,2024-04-25,2024-04-25,Shipped,121,1041.4,PayPal
4281,2024-07-05,2024-07-05,Processing,35,1671.26,Credit Card
4282,2024-08-07,2024-08-07,Shipped,631,2642.34,Bank Transfer
4283,2024-08-11,2024-08-11,Cancelled,762,7967.65,Cash
4284,2024-05-15,2024-05-15,On Hold,509,2684.76,Credit Card
4285,2024-03-22,2024-03-22,Cancelled,787,7504.63,Credit Card
4286,2024-03-18,2024-03-18,Cancelled,882,3596.97,Bank Transfer
4287,2024-07-05,2024-07-05,On Hold,404,9148.09,PayPal
4288,2024-02-15,2024-02-15,Cancelled,623,5640.83,PayPal
4289,2024-10-05,2024-10-05,Processing,133,4314.54,PayPal
4290,2024-11-15,2024-11-15,Processing,846,7283.42,Cash
4291,2024-04-18,2024-04-18,Cancelled,876,8126.95,Cash
4292,2024-06-29,2024-06-29,Cancelled,520,2774.92,Cash
4293,2024-10-11,2024-10-11,Cancelled,338,4597.3,Bank Transfer
4294,2024-08-05,2024-08-05,On Hold,83,5209.82,Cash
4295,2024-07-07,2024-07-07,Cancelled,102,9319.44,Credit Card
4296,2024-10-07,2024-10-07,Processing,663,4663.32,Bank Transfer
4297,2024-01-23,2024-01-23,On Hold,448,155.11,Credit Card
4298,2024-02-25,2024-02-25,Processing,481,9437.12,PayPal
4299,2024-07-15,2024-07-15,Cancelled,417,856.25,Cash
4300,2024-04-10,2024-04-10,On Hold,607,1797.13,PayPal
4301,2024-06-11,2024-06-11,Cancelled,9,4434.41,PayPal
4302,2024-08-21,2024-08-21,Cancelled,924,4025.72,PayPal
4303,2024-05-28,2024-05-28,Cancelled,630,1227.11,Bank Transfer
4304,2024-07-30,2024-07-30,Processing,251,896.34,Cash
4305,2024-11-05,2024-11-05,Processing,977,537.28,Bank Transfer
4306,2024-05-30,2024-05-30,Shipped,903,813.8,Bank Transfer
4307,2024-09-18,2024-09-18,Shipped,833,3314.73,Bank Transfer
4308,2024-05-09,2024-05-09,Processing,485,5309.52,Credit Card
4309,2024-08-03,2024-08-03,Cancelled,359,6182.74,PayPal
4310,2024-02-08,2024-02-08,Cancelled,358,8834.61,Credit Card
4311,2024-09-05,2024-09-05,Cancelled,993,8183.43,PayPal
4312,2024-11-15,2024-11-15,Processing,322,4403.97,Bank Transfer
4313,2024-08-07,2024-08-07,Cancelled,999,4645.17,Credit Card
4314,2024-01-03,2024-01-03,On Hold,455,5558.76,PayPal
4315,2024-04-11,2024-04-11,On Hold,576,899.18,Bank Transfer
4316,2024-05-30,2024-05-30,On Hold,885,6328.31,Credit Card
4317,2024-07-22,2024-07-22,Cancelled,43,4734.94,Cash
4318,2024-08-30,2024-08-30,Cancelled,935,9011.43,Credit Card
4319,2024-11-10,2024-11-10,Shipped,233,8551.09,Bank Transfer
4320,2024-05-24,2024-05-24,On Hold,290,7352.96,Credit Card
4321,2024-09-07,2024-09-07,Shipped,256,9328.12,Cash
4322,2024-09-23,2024-09-23,Shipped,793,7232.25,Credit Card
4323,2024-04-23,2024-04-23,On Hold,705,5908.82,Credit Card
4324,2024-08-07,2024-08-07,On Hold,235,4493.6,Credit Card
4325,2024-01-27,2024-01-27,On Hold,953,5652.32,PayPal
4326,2024-05-12,2024-05-12,Cancelled,262,5295.42,PayPal
4327,2024-06-15,2024-06-15,Shipped,87,4842.86,Cash
4328,2024-07-12,2024-07-12,On Hold,485,7158.31,PayPal
4329,2024-03-17,2024-03-17,Processing,682,3109.66,Cash
4330,2024-07-09,2024-07-09,On Hold,7,6658.2,Cash
4331,2024-10-13,2024-10-13,On Hold,614,5780.61,PayPal
4332,2024-06-01,2024-06-01,On Hold,267,6975.35,Cash
4333,2024-02-04,2024-02-04,Processing,401,5388.58,Credit Card
4334,2024-02-10,2024-02-10,Cancelled,858,1384.55,Cash
4335,2024-06-02,2024-06-02,Cancelled,784,5529.01,Cash
4336,2024-10-28,2024-10-28,Processing,443,5035.1,Bank Transfer
4337,2024-06-08,2024-06-08,On Hold,789,9815.75,Bank Transfer
4338,2024-02-06,2024-02-06,On Hold,573,9428.94,PayPal
4339,2024-03-30,2024-03-30,Shipped,1,1354.01,Bank Transfer
4340,2024-10-06,2024-10-06,Cancelled,941,1297.88,Credit Card
4341,2024-01-06,2024-01-06,Cancelled,131,5151.05,PayPal
4342,2024-09-24,2024-09-24,Shipped,888,3228.26,Cash
4343,2024-04-29,2024-04-29,Shipped,546,2616.2,Credit Card
4344,2024-05-29,2024-05-29,Cancelled,906,1642.95,Cash
4345,2024-09-12,2024-09-12,Processing,334,3858.94,Cash
4346,2024-09-14,2024-09-14,Cancelled,987,6083.49,Bank Transfer
4347,2024-08-21,2024-08-21,Processing,675,9612.1,Cash
4348,2024-04-18,2024-04-18,Processing,666,9882.61,Cash
4349,2024-11-15,2024-11-15,Processing,154,1406.43,Bank Transfer
4350,2024-01-09,2024-01-09,Processing,695,6954.61,Bank Transfer
4351,2024-03-19,2024-03-19,Shipped,306,7791.92,Credit Card
4352,2024-05-27,2024-05-27,Shipped,291,6553.61,Credit Card
4353,2024-10-03,2024-10-03,Processing,606,9372.4,Cash
4354,2024-03-27,2024-03-27,Processing,947,9319.17,Credit Card
4355,2024-05-29,2024-05-29,On Hold,175,4194.67,PayPal
4356,2024-04-06,2024-04-06,Cancelled,593,4127.47,Credit Card
4357,2024-07-13,2024-07-13,On Hold,854,1624.31,Credit Card
4358,2024-10-27,2024-10-27,Shipped,503,2967.01,Credit Card
4359,2024-02-23,2024-02-23,Cancelled,734,5085.38,Credit Card
4360,2024-04-03,2024-04-03,Processing,162,7969.82,Bank Transfer
4361,2024-10-26,2024-10-26,Shipped,146,1923.15,Cash
4362,2024-06-13,2024-06-13,On Hold,276,1802.89,PayPal
4363,2024-02-02,2024-02-02,Cancelled,609,808.79,Credit Card
4364,2024-11-25,2024-11-25,On Hold,177,7142.69,PayPal
4365,2024-06-25,2024-06-25,Shipped,938,1468.15,Credit Card
4366,2024-06-06,2024-06-06,Shipped,968,1377.58,Cash
4367,2024-05-23,2024-05-23,On Hold,998,6570.87,Cash
4368,2024-05-28,2024-05-28,Processing,315,5968.85,Cash
4369,2024-08-24,2024-08-24,Shipped,163,4819.47,Bank Transfer
4370,2024-08-20,2024-08-20,On Hold,915,2188.68,Credit Card
4371,2024-04-10,2024-04-10,On Hold,331,8557.96,Credit Card
4372,2024-04-20,2024-04-20,On Hold,939,8047.3,Cash
4373,2024-08-31,2024-08-31,Processing,609,5969.57,Credit Card
4374,2024-02-19,2024-02-19,On Hold,476,9680.18,Credit Card
4375,2024-04-03,2024-04-03,Processing,134,5006.57,Cash
4376,2024-01-11,2024-01-11,Cancelled,558,4667.95,PayPal
4377,2024-04-18,2024-04-18,Cancelled,929,6017.64,Credit Card
4378,2024-02-19,2024-02-19,Cancelled,653,3577.87,PayPal
4379,2024-02-27,2024-02-27,Cancelled,208,4211.6,Cash
4380,2024-07-18,2024-07-18,Cancelled,918,2173.03,Bank Transfer
4381,2024-01-18,2024-01-18,Processing,564,2451.47,PayPal
4382,2024-06-22,2024-06-22,Cancelled,161,8894.77,Cash
4383,2024-09-29,2024-09-29,Shipped,792,8444.81,PayPal
4384,2024-09-13,2024-09-13,Shipped,648,6692.49,Bank Transfer
4385,2024-06-09,2024-06-09,On Hold,881,1787.71,Credit Card
4386,2024-04-30,2024-04-30,Shipped,40,9907.47,Cash
4387,2024-08-17,2024-08-17,Shipped,507,7520.11,Cash
4388,2024-06-18,2024-06-18,Processing,610,5131.08,Credit Card
4389,2024-11-03,2024-11-03,Shipped,154,5108.45,Credit Card
4390,2024-07-15,2024-07-15,Shipped,946,7784.64,Cash
4391,2024-02-22,2024-02-22,Shipped,425,8751.34,Bank Transfer
4392,2024-04-04,2024-04-04,Processing,146,7562.13,PayPal
4393,2024-03-03,2024-03-03,Processing,518,529.98,Cash
4394,2024-02-17,2024-02-17,Cancelled,11,1327.15,Bank Transfer
4395,2024-10-20,2024-10-20,Processing,143,3255.37,Cash
4396,2024-07-08,2024-07-08,Processing,935,5556.79,PayPal
4397,2024-06-06,2024-06-06,Processing,293,7771.28,Cash
4398,2024-03-05,2024-03-05,Shipped,998,3591.58,Cash
4399,2024-01-30,2024-01-30,Shipped,907,1319.81,Credit Card
4400,2024-03-03,2024-03-03,Cancelled,271,7408.85,Cash
4401,2024-01-02,2024-01-02,Cancelled,358,5579.33,PayPal
4402,2024-01-03,2024-01-03,On Hold,123,4186.89,Cash
4403,2024-11-04,2024-11-04,On Hold,212,5055.35,PayPal
4404,2024-11-09,2024-11-09,On Hold,221,8422.17,PayPal
4405,2024-10-13,2024-10-13,On Hold,161,7752.53,PayPal
4406,2024-03-12,2024-03-12,Cancelled,496,7662.22,PayPal
4407,2024-10-11,2024-10-11,Cancelled,438,3544.66,Cash
4408,2024-09-23,2024-09-23,On Hold,215,7016.77,Bank Transfer
4409,2024-01-22,2024-01-22,On Hold,244,8795.51,Bank Transfer
4410,2024-10-27,2024-10-27,On Hold,943,4309.13,Cash
4411,2024-07-07,2024-07-07,Shipped,177,7020.61,Bank Transfer
4412,2024-05-29,2024-05-29,Shipped,83,9407.3,Bank Transfer
4413,2024-01-27,2024-01-27,Cancelled,342,975.31,Bank Transfer
4414,2024-05-03,2024-05-03,On Hold,108,9886.04,Bank Transfer
4415,2024-05-18,2024-05-18,On Hold,127,9789.36,Credit Card
4416,2024-07-01,2024-07-01,Shipped,216,1086.95,Cash
4417,2024-10-16,2024-10-16,On Hold,512,7258.02,Cash
4418,2024-10-11,2024-10-11,Processing,750,7683.48,PayPal
4419,2024-03-14,2024-03-14,Processing,254,621.34,PayPal
4420,2024-02-29,2024-02-29,Cancelled,372,6957.43,Cash
4421,2024-04-18,2024-04-18,Processing,96,416.11,Bank Transfer
4422,2024-10-27,2024-10-27,Shipped,619,8633.22,Cash
4423,2024-02-11,2024-02-11,Processing,567,6803.22,Credit Card
4424,2024-04-29,2024-04-29,Shipped,289,2692.17,Bank Transfer
4425,2024-04-16,2024-04-16,On Hold,979,8987.8,Credit Card
4426,2024-11-16,2024-11-16,Processing,798,187.53,Bank Transfer
4427,2024-10-08,2024-10-08,On Hold,969,1742.7,Credit Card
4428,2024-01-16,2024-01-16,Cancelled,95,7042.85,PayPal
4429,2024-07-22,2024-07-22,Cancelled,106,5545.85,Bank Transfer
4430,2024-05-15,2024-05-15,Cancelled,30,2526.07,Credit Card
4431,2024-05-19,2024-05-19,Processing,343,6829.74,Bank Transfer
4432,2024-10-25,2024-10-25,Cancelled,402,3615.9,Cash
4433,2024-02-13,2024-02-13,On Hold,607,541.23,Credit Card
4434,2024-09-16,2024-09-16,On Hold,707,5409.43,PayPal
4435,2024-09-20,2024-09-20,Processing,696,8742.9,Bank Transfer
4436,2024-06-02,2024-06-02,On Hold,656,3841.36,Cash
4437,2024-03-05,2024-03-05,Cancelled,624,6236.69,PayPal
4438,2024-06-25,2024-06-25,Cancelled,385,9157.37,Cash
4439,2024-10-06,2024-10-06,Processing,421,3623.49,Cash
4440,2024-08-05,2024-08-05,Processing,629,9054.09,Bank Transfer
4441,2024-03-13,2024-03-13,Processing,373,7711.19,PayPal
4442,2024-02-07,2024-02-07,On Hold,301,390.71,Cash
4443,2024-08-16,2024-08-16,On Hold,261,7067.33,Cash
4444,2024-03-01,2024-03-01,Processing,879,8647.14,Cash
4445,2024-03-22,2024-03-22,Shipped,927,7104.23,Cash
4446,2024-05-14,2024-05-14,On Hold,563,6492.6,Cash
4447,2024-09-25,2024-09-25,Shipped,513,4485.52,PayPal
4448,2024-06-12,2024-06-12,Cancelled,318,9663.72,Cash
4449,2024-07-15,2024-07-15,Processing,791,2767.35,PayPal
4450,2024-02-27,2024-02-27,Cancelled,5,1644.14,Cash
4451,2024-08-19,2024-08-19,Shipped,281,2480.63,Credit Card
4452,2024-06-09,2024-06-09,Cancelled,552,2670.13,Credit Card
4453,2024-11-20,2024-11-20,Shipped,865,1869.73,Credit Card
4454,2024-11-14,2024-11-14,On Hold,314,2130.6,Cash
4455,2024-02-08,2024-02-08,Cancelled,835,6194.5,Credit Card
4456,2024-08-10,2024-08-10,Shipped,510,727.67,Credit Card
4457,2024-03-20,2024-03-20,Shipped,886,9524.91,Bank Transfer
4458,2024-03-27,2024-03-27,Processing,438,2466.16,Bank Transfer
4459,2024-07-02,2024-07-02,Processing,913,4796.13,Bank Transfer
4460,2024-10-26,2024-10-26,On Hold,991,5498.54,Bank Transfer
4461,2024-02-12,2024-02-12,Shipped,866,5709.05,Cash
4462,2024-04-05,2024-04-05,Cancelled,144,6013.83,Cash
4463,2024-09-18,2024-09-18,Cancelled,954,115.34,PayPal
4464,2024-05-26,2024-05-26,On Hold,870,6587.34,PayPal
4465,2024-10-23,2024-10-23,On Hold,768,3821.41,Cash
4466,2024-08-12,2024-08-12,On Hold,334,9322.33,Credit Card
4467,2024-05-01,2024-05-01,Processing,216,4624.91,PayPal
4468,2024-04-20,2024-04-20,Cancelled,236,4282.74,PayPal
4469,2024-04-26,2024-04-26,Shipped,883,540.73,Cash
4470,2024-10-17,2024-10-17,Cancelled,328,8578.95,Cash
4471,2024-08-16,2024-08-16,Processing,698,2322.09,Cash
4472,2024-09-23,2024-09-23,Processing,434,6261.11,Cash
4473,2024-10-22,2024-10-22,On Hold,573,4582.74,Cash
4474,2024-03-26,2024-03-26,Processing,539,5233.64,Cash
4475,2024-03-09,2024-03-09,Shipped,70,2196.53,Credit Card
4476,2024-11-02,2024-11-02,Cancelled,629,4276.55,Bank Transfer
4477,2024-11-11,2024-11-11,Cancelled,546,9453.31,PayPal
4478,2024-11-05,2024-11-05,Shipped,410,2951.32,PayPal
4479,2024-09-21,2024-09-21,Cancelled,86,5038.63,Bank Transfer
4480,2024-09-29,2024-09-29,Processing,662,2323.06,PayPal
4481,2024-09-19,2024-09-19,Processing,917,6844.83,Cash
4482,2024-07-18,2024-07-18,Cancelled,883,5306.96,Bank Transfer
4483,2024-11-01,2024-11-01,Cancelled,330,3003.12,PayPal
4484,2024-06-09,2024-06-09,On Hold,798,9956.25,Credit Card
4485,2024-09-05,2024-09-05,Processing,314,7619.32,PayPal
4486,2024-03-25,2024-03-25,On Hold,855,7012.77,Bank Transfer
4487,2024-10-24,2024-10-24,Processing,265,8446.78,Credit Card
4488,2024-02-28,2024-02-28,Cancelled,89,8636.71,Credit Card
4489,2024-03-31,2024-03-31,On Hold,237,6809.65,Cash
4490,2024-06-02,2024-06-02,On Hold,378,3176.62,Cash
4491,2024-04-17,2024-04-17,On Hold,134,9892.87,Cash
4492,2024-09-04,2024-09-04,Cancelled,278,7179.98,PayPal
4493,2024-11-22,2024-11-22,Cancelled,938,3046.26,PayPal
4494,2024-08-17,2024-08-17,Processing,478,6276.73,Bank Transfer
4495,2024-10-29,2024-10-29,On Hold,200,5882.36,PayPal
4496,2024-01-07,2024-01-07,Shipped,40,3600.98,Cash
4497,2024-02-28,2024-02-28,Shipped,150,5492.17,Bank Transfer
4498,2024-08-31,2024-08-31,Cancelled,846,7419.25,Cash
4499,2024-10-12,2024-10-12,On Hold,237,305.08,PayPal
4500,2024-07-05,2024-07-05,Cancelled,594,8191.25,PayPal
4501,2024-04-20,2024-04-20,On Hold,604,1790.93,PayPal
4502,2024-06-23,2024-06-23,Cancelled,496,9505.18,PayPal
4503,2024-07-07,2024-07-07,Shipped,910,5228.09,PayPal
4504,2024-07-07,2024-07-07,Cancelled,597,9182.64,Bank Transfer
4505,2024-09-20,2024-09-20,On Hold,527,9835.2,Credit Card
4506,2024-10-01,2024-10-01,On Hold,544,2255.65,Bank Transfer
4507,2024-02-21,2024-02-21,Cancelled,817,9587.99,Cash
4508,2024-02-25,2024-02-25,On Hold,200,7783.73,Bank Transfer
